# source: TM-100991 pdf p.45, Figure 9, panel TORQ45
# quantity: TORQ45 vs time, Ballin real-time model (solid line) -- the replication target
# method: digitized -- native 300 dpi 1-bit scan, tools/digitize_fig910.py
# t_s: time, seconds (shared axis, 0 to 5.0)
# value: TORQ45, axis range 100.0 to 500.0, no unit printed on the figure
# points: 646
# x tick check: worst interior major tick off by 0.0554 s
# frame tilt corrected: top +5.03 px, bottom +5.58 px across the panel (+1.60 % of panel height). The page is skewed; see `frame_tilt`.
# NOT transcribed. Values carry read error.
t_s,value
4.09336,415.53801
4.09635,415.54174
4.09934,415.54546
4.10233,415.54918
4.12029,415.57151
4.12328,415.57523
4.12627,415.57895
4.12926,414.97877
4.13226,415.58639
4.13525,415.59011
4.13824,415.59383
4.19509,416.26842
4.19808,416.27214
4.20108,416.27586
4.20407,416.27959
4.20706,416.28331
4.21005,415.68314
4.21305,416.29075
4.21604,416.29447
4.21903,416.29819
4.22202,416.30191
4.22501,416.30563
4.22801,416.30935
4.23100,415.70919
4.23399,415.71291
4.23698,415.71663
4.28785,415.77988
4.29084,415.78360
4.29384,415.78732
4.29683,415.79104
4.29982,415.79477
4.30281,415.79849
4.30580,415.80221
4.30880,415.80593
4.31179,415.80965
4.31478,415.81337
4.31777,415.81709
4.32077,416.42468
4.32376,415.82453
4.32675,415.82825
4.32974,415.83197
4.33273,415.83569
4.38659,416.50652
4.38959,416.51024
4.39258,416.51396
4.39557,417.12153
4.39856,417.12525
4.40156,417.12897
4.40455,417.13268
4.40754,417.13640
4.41053,417.14012
4.41352,417.14384
4.41652,417.14756
4.41951,416.54744
4.42250,416.55116
4.42549,416.55488
4.42849,417.16244
