# source: TM-100991 pdf p.45, Figure 9, panel PCNG
# quantity: PCNG vs time, Ballin real-time model (solid line) -- the replication target
# method: digitized -- native 300 dpi 1-bit scan, tools/digitize_fig910.py
# t_s: time, seconds (0 to 5.0). The vertical frames are fitted over THIS panel's rows: left column 601.13 (slope -5.50 m px/row), right 2259.79 (slope -7.61), width 1658.66 px against the page-wide 1671. The page is skewed; see `Panel.left_slope`.
# value: PCNG, axis range 80.0 to 100.0, no unit printed on the figure
# points: 664
# x tick check: worst interior major tick off by 0.0154 s
# frame tilt corrected: top +4.49 px, bottom +4.50 px across the panel (+1.36 % of panel height). The page is skewed; see `frame_tilt`.
# dropped: 4 trailing sample(s) at t = 4.86867, 4.87169, 4.87469, 4.87772 s, behind an x-gap of 132x the median sample interval (0.00301 s). The curve ends at t=4.47056 s with value 98.94050; the dropped samples read 90.45, 90.45, 90.48, 90.45. Re-acquired ink past the end of the plotted curve, not data. See open question #48.
# NOT transcribed. Values carry read error.
t_s,value
3.87065,98.93837
3.87367,98.93853
3.87669,98.90839
3.93697,98.94196
3.93999,98.94212
3.94300,98.94228
3.94602,98.94244
3.94903,98.94261
3.95205,98.94277
3.95506,98.94293
3.95808,98.94310
3.96109,98.94326
3.96412,98.91312
3.96712,98.94359
3.97013,98.94375
3.97315,98.94391
3.97616,98.94407
4.03343,98.97748
4.03644,98.97764
4.03946,98.97780
4.04248,98.94766
4.04550,98.94782
4.04850,98.97829
4.05152,98.97846
4.05453,98.97862
4.05756,98.94848
4.06057,98.94864
4.06359,98.94880
4.06660,98.94896
4.06960,98.97943
4.07262,98.97960
4.07563,98.97976
4.13292,98.95255
4.13594,98.95271
4.13894,98.98318
4.14196,98.95304
4.14498,98.95320
4.14799,98.95337
4.15101,98.95353
4.15402,98.95369
4.15704,98.95386
4.16005,98.95402
4.16307,98.95418
4.16608,98.95434
4.16910,98.95451
4.17211,98.95467
4.17512,98.95483
4.23239,98.98824
4.23540,98.98840
4.23842,98.98856
4.24143,98.98873
4.24445,98.98889
4.24746,98.98905
4.25048,98.98921
4.25349,98.98938
4.25651,98.98954
4.25952,98.98970
4.26254,98.98987
4.26555,98.99003
4.26856,98.99019
4.27158,98.99036
4.32886,98.99345
4.33187,98.99362
4.33489,98.99378
4.33790,98.99394
4.34091,98.99411
4.34393,98.99427
4.34694,98.99443
4.34996,98.99459
4.35297,98.99476
4.35599,98.99492
