# source: TM-100991 pdf p.46, Figure 10, panel PCNG
# quantity: PCNG vs time, Ballin real-time model (solid line) -- the replication target
# method: digitized -- native 300 dpi 1-bit scan, tools/digitize_fig910.py
# t_s: time, seconds (0 to 5.0). The vertical frames are fitted over THIS panel's rows: left column 489.38 (slope -1.93 m px/row), right 2144.55 (slope -9.84), width 1655.17 px against the page-wide 1669. The page is skewed; see `Panel.left_slope`.
# value: PCNG, axis range 60.0 to 100.0, no unit printed on the figure
# points: 667
# x tick check: worst interior major tick off by 0.0024 s
# frame tilt corrected: top +12.24 px, bottom +12.71 px across the panel (+3.79 % of panel height). The page is skewed; see `frame_tilt`.
# NOT transcribed. Values carry read error.
t_s,value
3.53469,77.01698
3.53772,77.01789
3.54074,77.01880
3.54378,76.95901
3.54680,76.95992
3.54982,76.96083
3.55285,76.96174
3.55587,76.96265
3.55889,76.96356
3.56192,76.96447
3.56494,76.96538
3.56797,76.96629
3.57101,76.84580
3.63151,76.74261
3.63453,76.74352
3.63756,76.74443
3.64058,76.74534
3.64360,76.74625
3.64663,76.74716
3.64965,76.74808
3.65268,76.74899
3.65570,76.74990
3.65873,76.69011
3.66176,76.69102
3.66479,76.63123
3.66782,76.63214
3.67084,76.63305
3.67387,76.63396
3.73134,76.52987
3.73436,76.53078
3.73739,76.53169
3.74041,76.53260
3.74344,76.53351
3.74646,76.53442
3.74948,76.53533
3.75251,76.53624
3.75553,76.53715
3.75855,76.53806
3.76159,76.47828
3.76461,76.47919
3.76763,76.54079
3.77066,76.48101
3.77370,76.42122
3.82816,76.25553
3.83118,76.25644
3.83421,76.25735
3.83723,76.25826
3.84026,76.25917
3.84328,76.26008
3.84630,76.26099
3.84933,76.26190
3.85235,76.26281
3.85537,76.26372
3.85840,76.26463
3.86142,76.26554
3.86445,76.26646
3.86748,76.20667
3.87052,76.14689
3.92800,76.04281
3.93102,76.04372
3.93404,76.04463
3.93707,76.04554
3.94009,76.04645
3.94311,76.04736
3.94614,76.04827
3.94916,76.04918
3.95219,76.05009
3.95521,76.05100
3.95823,76.05191
3.96126,76.05283
3.96428,76.05374
3.96732,75.99395
3.97035,75.93417
4.01876,75.82736
4.02178,75.82827
4.02481,75.82919
4.02783,75.83010
4.03086,75.83101
4.03388,75.83192
4.03690,75.83283
4.03993,75.83374
4.04295,75.83465
4.04597,75.83556
4.04900,75.83647
4.05202,75.83739
4.05505,75.83830
4.05807,75.83921
4.06109,75.84012
4.06413,75.78034
4.06715,75.78125
4.12463,75.67718
4.12766,75.67809
4.13068,75.67900
4.13370,75.67991
4.13673,75.68082
4.13975,75.68173
4.14278,75.68265
4.14580,75.68356
4.14882,75.68447
4.15185,75.68538
4.15487,75.68629
4.15790,75.68720
4.16093,75.62742
4.16394,75.68902
4.16697,75.68993
4.22748,75.52609
4.23051,75.52700
4.23353,75.52791
4.23658,75.40745
4.23961,75.40836
4.24264,75.34858
4.24565,75.41018
4.24868,75.41109
4.25170,75.41201
4.25473,75.41292
4.25775,75.41383
4.26077,75.41474
4.26381,75.35496
4.26683,75.35587
4.26986,75.35679
4.27288,75.35770
4.31825,75.31068
4.32128,75.31159
4.32430,75.31250
4.32733,75.31342
4.33035,75.31433
4.33337,75.31524
4.33640,75.31615
4.33942,75.31706
4.34246,75.25729
4.34550,75.19751
4.34852,75.19842
4.35154,75.19933
4.35458,75.13956
4.35760,75.14047
4.36063,75.14138
4.36365,75.14229
4.36668,75.14321
4.42416,75.03915
4.42718,75.04007
4.43021,75.04098
4.43324,74.98120
4.43627,74.98212
4.43928,75.04371
4.44230,75.04462
4.44534,74.98485
4.44836,74.98576
4.45137,75.04736
4.45443,74.92690
4.45745,74.92781
4.46047,74.92872
4.46350,74.92964
4.46652,74.93055
